title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,link2,street,nbrhood,district,city,vvdship,timestamp
Dwupokojowe Mieszkanie/50m2/Centrum,970000,50.0,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-50m2-centrum-ID4mEG0,2,pełna własność,no data,no data,no data,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-50m2-centrum-ID4mEG0,ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Taras 165m2! Ostatnie piętro. Wysokość aż 3 metry,1990000,108.0,https://www.otodom.pl/pl/oferta/taras-165m2-ostatnie-pietro-wysokosc-az-3-metry-ID4ng3R,5,no data,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/taras-165m2-ostatnie-pietro-wysokosc-az-3-metry-ID4ng3R,Nowa inwestycja na pograniczu Bemowa i Woli. Blisko metra., Górce, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mokotów | 4 pokoje | osobna kuchnia,980000,63.0,https://www.otodom.pl/pl/oferta/mokotow-4-pokoje-osobna-kuchnia-ID4n6gZ,4,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mokotow-4-pokoje-osobna-kuchnia-ID4n6gZ,no info,Służew, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pokoje , kredyt 2% - 12min do METRA",418356,33.79,https://www.otodom.pl/pl/oferta/2-pokoje-kredyt-2-12min-do-metra-ID4ngZD,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokoje-kredyt-2-12min-do-metra-ID4ngZD,ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pok. już od 503 900 zł, pow. 35-45m2 >>",503900,35.41,https://www.otodom.pl/pl/oferta/2-pok-juz-od-503-900-zl-pow-35-45m2-ID4ng9b,2,no data,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pok-juz-od-503-900-zl-pow-35-45m2-ID4ng9b,ul. Józefa Mehoffera, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kawalerki już od 392 600 zł. Powrót. Najtańsze,392600,26.3,https://www.otodom.pl/pl/oferta/kawalerki-juz-od-392-600-zl-powrot-najtansze-ID4ng99,1,no data,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/kawalerki-juz-od-392-600-zl-powrot-najtansze-ID4ng99,ul. Józefa Mehoffera, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Narożny, 2-pok apartament z balkonem na Powiślu",1430000,53.0,https://www.otodom.pl/pl/oferta/narozny-2-pok-apartament-z-balkonem-na-powislu-ID4ng8D,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/narozny-2-pok-apartament-z-balkonem-na-powislu-ID4ng8D,ul. Mieczysława Orłowicza, Solec, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie Warszawa-Włochy 58m2, batalionu włochy",670000,58.0,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wlochy-58m2-batalionu-wlochy-ID4kAJV,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wlochy-58m2-batalionu-wlochy-ID4kAJV,no info,Okęcie, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
12 mini apartamentów - do wynajmunkrotkotermjnoweg,4900000,220.0,https://www.otodom.pl/pl/oferta/12-mini-apartamentow-do-wynajmunkrotkotermjnoweg-ID4ng1t,10,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/12-mini-apartamentow-do-wynajmunkrotkotermjnoweg-ID4ng1t,no info,Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
przestronne 3 pokoje Ursynów Kłobucka,1170000,68.0,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-ursynow-klobucka-ID4mZfG,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-ursynow-klobucka-ID4mZfG,ul. Kłobucka 8b, Wyczółki, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sprzedam Mieszkanie na Bemowie przy Metrze,1100000,67.0,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-na-bemowie-przy-metrze-ID4nhuU,3,no data,do zamieszkania,taras,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-na-bemowie-przy-metrze-ID4nhuU,ul. Górczewska 242, Górce, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Słoneczne mieszkanie 3 pokoje garderoba garaż,810000,59.38,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-3-pokoje-garderoba-garaz-ID4nhuv,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-3-pokoje-garderoba-garaz-ID4nhuv,ul. Aluzyjna 15a, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Oferta Deweloperska, Apartamenty inwestycyjne",600612,35.5,https://www.otodom.pl/pl/oferta/oferta-deweloperska-apartamenty-inwestycyjne-ID4ngv9,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/oferta-deweloperska-apartamenty-inwestycyjne-ID4ngv9,ul. rtm. Witolda Pileckiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Oferta Deweloperska, Apartamenty inwestycyjne",829465,52.86,https://www.otodom.pl/pl/oferta/oferta-deweloperska-apartamenty-inwestycyjne-ID4ngv8,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/oferta-deweloperska-apartamenty-inwestycyjne-ID4ngv8,ul. rtm. Witolda Pileckiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Okazja! Kawalerka przy Puławskiej 18m2,300000,18.0,https://www.otodom.pl/pl/oferta/okazja-kawalerka-przy-pulawskiej-18m2-ID4ngv2,1,no data,no data,no data,no data,https://www.otodom.pl/pl/oferta/okazja-kawalerka-przy-pulawskiej-18m2-ID4ngv2,ul. Bogatki, Pyry, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 64m2 + balkon Bezpośrednio,Zapytaj o cenę,64.36,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4lXu9,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4lXu9,ul. Puławska, Służew, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 65m2 + balkon,Zapytaj o cenę,65.0,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4c9k4,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4c9k4,ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4-pokojowe mieszkanie 76m2 + balkon,Zapytaj o cenę,76.45,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-ID4izuJ,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-ID4izuJ,ul. Antoniewska, Augustówka, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Apartament 74 m2 z ogródkiem i 2 tarasami 77 m2!,1850000,74.0,https://www.otodom.pl/pl/oferta/apartament-74-m2-z-ogrodkiem-i-2-tarasami-77-m2-ID4mBCe,3,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/apartament-74-m2-z-ogrodkiem-i-2-tarasami-77-m2-ID4mBCe,ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Piętrowe mieszkanie na Gocławku | 144 m2 |,1710000,144.0,https://www.otodom.pl/pl/oferta/pietrowe-mieszkanie-na-goclawku-144-m2-ID4n5xq,6,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/pietrowe-mieszkanie-na-goclawku-144-m2-ID4n5xq,ul. Liwiecka, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Zielony Ursynów- Imielin/cena do negocjacji,699000,52.91,https://www.otodom.pl/pl/oferta/zielony-ursynow-imielin-cena-do-negocjacji-ID4l9gz,3,spółdzielcze wł. prawo do lokalu,do wykończenia,balkon,no data,https://www.otodom.pl/pl/oferta/zielony-ursynow-imielin-cena-do-negocjacji-ID4l9gz,ul.Strzeleckiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Centrum ! Metro ! Cena Do Końca Września ! Garaż!,799999,35.0,https://www.otodom.pl/pl/oferta/centrum-metro-cena-do-konca-wrzesnia-garaz-ID4nhew,2,pełna własność,no data,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/centrum-metro-cena-do-konca-wrzesnia-garaz-ID4nhew,no info,Czyste, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Białołęka Tylko 9.898zł/m2 !!! 2 pokoje, Słoneczne",463664,46.84,https://www.otodom.pl/pl/oferta/bialoleka-tylko-9-898zl-m2-2-pokoje-sloneczne-ID4nhem,2,no data,no data,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/bialoleka-tylko-9-898zl-m2-2-pokoje-sloneczne-ID4nhem,no info,Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.74,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf49,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf49,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 25m2 + balkon,Zapytaj o cenę,25.67,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-balkon-ID4nf48,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-balkon-ID4nf48,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.55,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf46,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf46,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4-pokojowe mieszkanie 113m2 + balkon,Zapytaj o cenę,113.2,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-113m2-balkon-ID4n93e,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-113m2-balkon-ID4n93e,ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 64m2 + loggia Bez Prowizji,Zapytaj o cenę,64.2,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-loggia-bez-prowizji-ID4kU8N,3,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-loggia-bez-prowizji-ID4kU8N,ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Dwa pokoje / Przeszklona ściana / Ogródek,957745,51.77,https://www.otodom.pl/pl/oferta/dwa-pokoje-przeszklona-sciana-ogrodek-ID4nfER,2,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/dwa-pokoje-przeszklona-sciana-ogrodek-ID4nfER,Chrystiana Piotra Aignera, Sielce, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Trzy pokoje / Dwa balkony / Budynek 2020 rok,1309985,70.81,https://www.otodom.pl/pl/oferta/trzy-pokoje-dwa-balkony-budynek-2020-rok-ID4nfEQ,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/trzy-pokoje-dwa-balkony-budynek-2020-rok-ID4nfEQ,Chrystiana Piotra Aignera, Sielce, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Duże dwa pokoje / Ogródek / Klimatyzacja,1069300,57.8,https://www.otodom.pl/pl/oferta/duze-dwa-pokoje-ogrodek-klimatyzacja-ID4nfEP,2,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/duze-dwa-pokoje-ogrodek-klimatyzacja-ID4nfEP,Chrystiana Piotra Aignera, Sielce, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Przestronne studio z widną kuchnią,500000,33.0,https://www.otodom.pl/pl/oferta/przestronne-studio-z-widna-kuchnia-ID4ngqa,1,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/przestronne-studio-z-widna-kuchnia-ID4ngqa,ul. Czynszowa, Nowa Praga, Praga-Północ, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Wyjątkowy apartament w Wawrze - Radość, 125 m2",1350000,125.0,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-wawrze-radosc-125-m2-ID4n2N4,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-wawrze-radosc-125-m2-ID4n2N4,Radość, Międzylesie, Wawer, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4-pokojowe mieszkanie 87m2 + balkon Bez Prowizji,Zapytaj o cenę,87.09,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-balkon-bez-prowizji-ID4g9bV,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-balkon-bez-prowizji-ID4g9bV,ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
6-pokojowe mieszkanie w Warszawie_Taras_Ogródek,1249000,120.78,https://www.otodom.pl/pl/oferta/6-pokojowe-mieszkanie-w-warszawie-taras-ogrodek-ID4nfOB,6,pełna własność,do wykończenia,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/6-pokojowe-mieszkanie-w-warszawie-taras-ogrodek-ID4nfOB,no info,Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Piękno Czterech Wymiarów , dla rodziny",830000,89.0,https://www.otodom.pl/pl/oferta/piekno-czterech-wymiarow-dla-rodziny-ID4lELW,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekno-czterech-wymiarow-dla-rodziny-ID4lELW,ul. Topograficzna, Stary Rembertów, Rembertów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie Ursus-Skorosze, 49,44m2, 3 pokoje",680000,49.44,https://www.otodom.pl/pl/oferta/mieszkanie-ursus-skorosze-49-44m2-3-pokoje-ID4ngZm,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-ursus-skorosze-49-44m2-3-pokoje-ID4ngZm,ul. Kazimierza Pużaka, Skorosze, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"GOTOWE 4-pokoje, 12min do Metra -Promocja",615000,59.99,https://www.otodom.pl/pl/oferta/gotowe-4-pokoje-12min-do-metra-promocja-ID4ngZs,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/gotowe-4-pokoje-12min-do-metra-promocja-ID4ngZs,ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nietuzinkowe 3 pokoje na Białołęce z 2 loggiami!,925000,74.0,https://www.otodom.pl/pl/oferta/nietuzinkowe-3-pokoje-na-bialolece-z-2-loggiami-ID4ngYQ,3,pełna własność,no data,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/nietuzinkowe-3-pokoje-na-bialolece-z-2-loggiami-ID4ngYQ,ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Designerski apartament w prestiżowej lokalizacji,3040000,117.57,https://www.otodom.pl/pl/oferta/designerski-apartament-w-prestizowej-lokalizacji-ID4lXjs,3,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/designerski-apartament-w-prestizowej-lokalizacji-ID4lXjs,ul. Leszczyny, Stegny, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sprzedam 3-pokojowe w świetnej lokalizacji !!!,599000,46.0,https://www.otodom.pl/pl/oferta/sprzedam-3-pokojowe-w-swietnej-lokalizacji-ID4lfRE,3,spółdzielcze wł. prawo do lokalu,do remontu,balkon,no data,https://www.otodom.pl/pl/oferta/sprzedam-3-pokojowe-w-swietnej-lokalizacji-ID4lfRE,no info,Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 2-pokojowe na sprzedaż Wola,820000,50.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-wola-ID4mYDZ,2,no data,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-wola-ID4mYDZ,no info,Czyste, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
⭐ 4 pokoje | 2 tarasy | Ostatnie piętro ⭐,1049000,87.81,https://www.otodom.pl/pl/oferta/4-pokoje-2-tarasy-ostatnie-pietro-ID4ngFO,4,no data,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokoje-2-tarasy-ostatnie-pietro-ID4ngFO,ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
ul. Świętokrzyska | 60m2 | Widok na Pałac Kultury,1700000,60.0,https://www.otodom.pl/pl/oferta/ul-swietokrzyska-60m2-widok-na-palac-kultury-ID4mQnw,2,no data,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/ul-swietokrzyska-60m2-widok-na-palac-kultury-ID4mQnw,ul. Świętokrzyska 30, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Ursus / 2 Pokoje / Nowe Osiedle,579990,42.5,https://www.otodom.pl/pl/oferta/ursus-2-pokoje-nowe-osiedle-ID4ngFc,2,no data,no data,balkon,no data,https://www.otodom.pl/pl/oferta/ursus-2-pokoje-nowe-osiedle-ID4ngFc,ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Metro Księcia Janusza-2 pok.+balkon, do wejścia!",814500,38.0,https://www.otodom.pl/pl/oferta/metro-ksiecia-janusza-2-pok-balkon-do-wejscia-ID4naAK,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/metro-ksiecia-janusza-2-pok-balkon-do-wejscia-ID4naAK,ul. Górczewska, Koło, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Uregulowane grunty, balkon, dostępne od zaraz",557500,38.0,https://www.otodom.pl/pl/oferta/uregulowane-grunty-balkon-dostepne-od-zaraz-ID4nhu8,1,no data,no data,balkon,no data,https://www.otodom.pl/pl/oferta/uregulowane-grunty-balkon-dostepne-od-zaraz-ID4nhu8,ul. Turmoncka, Bródno, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie, Wilanów, 60m2 wykończone, MG, Ogr.",1149000,60.0,https://www.otodom.pl/pl/oferta/mieszkanie-wilanow-60m2-wykonczone-mg-ogr-ID4nht8,3,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-wilanow-60m2-wykonczone-mg-ogr-ID4nht8,no info,Powsinek, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Gotowe ostatnie mieszkania blisko Metra 82-113m2,1511742,83.45,https://www.otodom.pl/pl/oferta/gotowe-ostatnie-mieszkania-blisko-metra-82-113m2-ID4ngwd,4,użytkowanie wieczyste / dzierżawa,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/gotowe-ostatnie-mieszkania-blisko-metra-82-113m2-ID4ngwd,no info,Czyste, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Cesja mieszkania 2 pok. Apartamenty Ostródzka,519000,43.47,https://www.otodom.pl/pl/oferta/cesja-mieszkania-2-pok-apartamenty-ostrodzka-ID4nfah,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/cesja-mieszkania-2-pok-apartamenty-ostrodzka-ID4nfah,ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie na tyłach Teatru Kamienica,850000,40.6,https://www.otodom.pl/pl/oferta/mieszkanie-na-tylach-teatru-kamienica-ID4jVhZ,1,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-na-tylach-teatru-kamienica-ID4jVhZ,ul. Orla, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 63m2 + loggia Bezpośrednio,Zapytaj o cenę,63.14,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-loggia-bezposrednio-ID4izuw,3,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-loggia-bezposrednio-ID4izuw,ul. Antoniewska, Augustówka, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie przy Parku Skaryszewskim,1020000,63.51,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-skaryszewskim-ID4ni5G,3,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-skaryszewskim-ID4ni5G,ul. Stanisława Augusta, Kamionek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"3 pokojowe, 5min. do metra, od zaraz",749000,60.5,https://www.otodom.pl/pl/oferta/3-pokojowe-5min-do-metra-od-zaraz-ID4ni4S,3,no data,do wykończenia,balkon,no data,https://www.otodom.pl/pl/oferta/3-pokojowe-5min-do-metra-od-zaraz-ID4ni4S,ul. Kołowa, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Białołęką, dwupoziomowe mieszkanie 4 pok.",1015000,105.0,https://www.otodom.pl/pl/oferta/bialoleka-dwupoziomowe-mieszkanie-4-pok-ID4nf9f,4,no data,no data,no data,no data,https://www.otodom.pl/pl/oferta/bialoleka-dwupoziomowe-mieszkanie-4-pok-ID4nf9f,ul. Echa Leśne, Brzeziny, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie 51m2 + loggia Bezpośrednio,912258,51.54,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bezposrednio-ID4mTFE,2,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bezposrednio-ID4mTFE,ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,1029112,55.93,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4mTGw,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4mTGw,ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Inwestycja! 4 pokoje-5200zł/mies. Elastyczny układ,829997,4.0,https://www.otodom.pl/pl/oferta/inwestycja-4-pokoje-5200zl-mies-elastyczny-uklad-ID4nsxc,4,no data,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/inwestycja-4-pokoje-5200zl-mies-elastyczny-uklad-ID4nsxc,ul. Polskie Drogi, Stary Imielin, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Apartament w Śródmieściu,2809333,74.67,https://www.otodom.pl/pl/oferta/apartament-w-srodmiesciu-ID4nrJU,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/apartament-w-srodmiesciu-ID4nrJU,ul. Wojciecha Górskiego, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.55,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf45,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf45,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.55,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf44,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf44,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 20m2,Zapytaj o cenę,20.97,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-20m2-ID4nf43,1,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-20m2-ID4nf43,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
