title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,link2,street,nbrhood,district,city,vvdship,timestamp
2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,Zapytaj o cenę,46.6,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4kU9A,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4kU9A,ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Komputerowa - rok 2019,do negocjacji, bez prowizji",1040000,60.0,https://www.otodom.pl/pl/oferta/komputerowa-rok-2019-do-negocjacji-bez-prowizji-ID4nfpv,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/komputerowa-rok-2019-do-negocjacji-bez-prowizji-ID4nfpv,ul. Komputerowa 7, Służewiec, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sarmacka - balkon 8 m2 ! duża sypialnia i łazienka,845000,53.1,https://www.otodom.pl/pl/oferta/sarmacka-balkon-8-m2-duza-sypialnia-i-lazienka-ID4neWe,2,no data,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sarmacka-balkon-8-m2-duza-sypialnia-i-lazienka-ID4neWe,ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Prestiżowy budynek/ Mokotów / 3-metry wysokości,4800000,173.66,https://www.otodom.pl/pl/oferta/prestizowy-budynek-mokotow-3-metry-wysokosci-ID4nfEO,4,pełna własność,do zamieszkania,taras,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/prestizowy-budynek-mokotow-3-metry-wysokosci-ID4nfEO,ul. Piaseczyńska, Sielce, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Obok Ogrodu Krasińskich i Pl. Bankowego.,800000,44.11,https://www.otodom.pl/pl/oferta/obok-ogrodu-krasinskich-i-pl-bankowego-ID4nfBW,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/obok-ogrodu-krasinskich-i-pl-bankowego-ID4nfBW,ul. gen. Władysława Andersa, Muranów, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Parter, dwustronne, 3 pokoje, 2 garaże, komórka",1322197,73.66,https://www.otodom.pl/pl/oferta/parter-dwustronne-3-pokoje-2-garaze-komorka-ID4nfBT,3,no data,do zamieszkania,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/parter-dwustronne-3-pokoje-2-garaze-komorka-ID4nfBT,ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie na sprzedaż, Warszawa, Ochota",990000,49.5,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-ochota-ID4ngp2,4,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-ochota-ID4ngp2,no info,Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Twoje pierwsze mieszkanie! 6 piętro! Kredyt 2%,667120,46.36,https://www.otodom.pl/pl/oferta/twoje-pierwsze-mieszkanie-6-pietro-kredyt-2-ID4ngot,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/twoje-pierwsze-mieszkanie-6-pietro-kredyt-2-ID4ngot,ul. Rzepichy, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Komfort mieszkanie 40m INWESTYCJA w sercu Warszawy,799997,40.0,https://www.otodom.pl/pl/oferta/komfort-mieszkanie-40m-inwestycja-w-sercu-warszawy-ID4mYlx,2,pełna własność,do zamieszkania,ogródek,no data,https://www.otodom.pl/pl/oferta/komfort-mieszkanie-40m-inwestycja-w-sercu-warszawy-ID4mYlx,no info,Stary Żoliborz, Żoliborz, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
kawalerka z oddzielną kuchnią w centrum Warszawy,765500,30.62,https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-w-centrum-warszawy-ID4nfMN,1,no data,do remontu,no data,no data,https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-w-centrum-warszawy-ID4nfMN,ul. Wilcza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nowe Osiedle - Balkon - Dużo Zieleni,759000,59.0,https://www.otodom.pl/pl/oferta/nowe-osiedle-balkon-duzo-zieleni-ID4my8W,3,pełna własność,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/nowe-osiedle-balkon-duzo-zieleni-ID4my8W,ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Taras - Piękne Osiedle - Parking,695000,54.0,https://www.otodom.pl/pl/oferta/taras-piekne-osiedle-parking-ID4myk2,3,pełna własność,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/taras-piekne-osiedle-parking-ID4myk2,ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Ustawne 4 pokoje, widna kuchnia. Wrocławska",950000,80.4,https://www.otodom.pl/pl/oferta/ustawne-4-pokoje-widna-kuchnia-wroclawska-ID4mBoS,4,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/ustawne-4-pokoje-widna-kuchnia-wroclawska-ID4mBoS,ul. Wrocławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Włodarzewska ,2 pokoje, loggia ,garaż",791000,45.22,https://www.otodom.pl/pl/oferta/wlodarzewska-2-pokoje-loggia-garaz-ID4kjfa,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/wlodarzewska-2-pokoje-loggia-garaz-ID4kjfa,ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Pięknie wykończony apartament, cisza, zieleń.",1840000,102.33,https://www.otodom.pl/pl/oferta/pieknie-wykonczony-apartament-cisza-zielen-ID4n8ke,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/pieknie-wykonczony-apartament-cisza-zielen-ID4n8ke,no info,Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"4 pokoje, 79,65 m2 - Księcia Witolda, Rembertów",799000,79.65,https://www.otodom.pl/pl/oferta/4-pokoje-79-65-m2-ksiecia-witolda-rembertow-ID4g2Og,4,no data,do wykończenia,"balkon, ogródek",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokoje-79-65-m2-ksiecia-witolda-rembertow-ID4g2Og,ul. Księcia Witolda, Nowy Rembertów, Rembertów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2 pokojowe 50m2 / Gocław / ul. Bukowskiego / Park,620000,50.57,https://www.otodom.pl/pl/oferta/2-pokojowe-50m2-goclaw-ul-bukowskiego-park-ID4ng85,2,spółdzielcze wł. prawo do lokalu,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/2-pokojowe-50m2-goclaw-ul-bukowskiego-park-ID4ng85,ul. Jerzego Bukowskiego, Gocław, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Piękne 2 pok w kamienicy Mokotów parking, balkon",1300000,56.46,https://www.otodom.pl/pl/oferta/piekne-2-pok-w-kamienicy-mokotow-parking-balkon-ID4ng84,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekne-2-pok-w-kamienicy-mokotow-parking-balkon-ID4ng84,no info,Sielce, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"37,5m, do zamieszkania od zaraz, blok z 2001r.",560000,37.5,https://www.otodom.pl/pl/oferta/37-5m-do-zamieszkania-od-zaraz-blok-z-2001r-ID4ngEE,1,no data,no data,balkon,no data,https://www.otodom.pl/pl/oferta/37-5m-do-zamieszkania-od-zaraz-blok-z-2001r-ID4ngEE,ul. Turmoncka, Bródno, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie balkon, ogródek, 2 miejsca postojowe",799000,88.6,https://www.otodom.pl/pl/oferta/mieszkanie-balkon-ogrodek-2-miejsca-postojowe-ID4n0OU,4,pełna własność,do wykończenia,"balkon, ogródek",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-balkon-ogrodek-2-miejsca-postojowe-ID4n0OU,ul. Wacława Wojtyszki, Nadwiśle, Wawer, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2 pokoje na Mordorze,648000,49.5,https://www.otodom.pl/pl/oferta/2-pokoje-na-mordorze-ID4mFDA,2,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/2-pokoje-na-mordorze-ID4mFDA,ul. Artura Malawskiego, Wyględów, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Stara Saska Kępa, słoneczne, zieleń",970000,60.0,https://www.otodom.pl/pl/oferta/stara-saska-kepa-sloneczne-zielen-ID4nhtq,3,pełna własność,do remontu,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/stara-saska-kepa-sloneczne-zielen-ID4nhtq,ul. Jakubowska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Nowe, dwupokojowe na Tarchominie",521900,40.1,https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-na-tarchominie-ID4nhsJ,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-na-tarchominie-ID4nhsJ,ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Idealna pod wynajem kawalerka,610100,29.09,https://www.otodom.pl/pl/oferta/idealna-pod-wynajem-kawalerka-ID4nhsF,1,pełna własność,do wykończenia,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/idealna-pod-wynajem-kawalerka-ID4nhsF,ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Gocław, 2-pok, 55,2 m2, ul. Rechniewskiego 2011 r.",938400,55.2,https://www.otodom.pl/pl/oferta/goclaw-2-pok-55-2-m2-ul-rechniewskiego-2011-r-ID4mA5V,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/goclaw-2-pok-55-2-m2-ul-rechniewskiego-2011-r-ID4mA5V,ul. Tadeusza Rechniewskiego 11, Gocław, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Duża kawalerka z balkonem, do remontu",450000,27.5,https://www.otodom.pl/pl/oferta/duza-kawalerka-z-balkonem-do-remontu-ID4ni4w,1,pełna własność,do remontu,balkon,no data,https://www.otodom.pl/pl/oferta/duza-kawalerka-z-balkonem-do-remontu-ID4ni4w,no info,Piaski, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kawalerka narożna 24 m2 I Grójecka I Balkon,475000,24.0,https://www.otodom.pl/pl/oferta/kawalerka-narozna-24-m2-i-grojecka-i-balkon-ID4ni4p,1,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/kawalerka-narozna-24-m2-i-grojecka-i-balkon-ID4ni4p,ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kawalerka na Śródmieściu,699000,26.0,https://www.otodom.pl/pl/oferta/kawalerka-na-srodmiesciu-ID4nf8r,1,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/kawalerka-na-srodmiesciu-ID4nf8r,no info,Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Targówek - 2 min od metra - do wprowadzenia,575000,45.9,https://www.otodom.pl/pl/oferta/targowek-2-min-od-metra-do-wprowadzenia-ID4nf5L,2,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/targowek-2-min-od-metra-do-wprowadzenia-ID4nf5L,ul. Szymona Askenazego, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie / Gotowiec inwestycyjny / Biuro,1250000,82.5,https://www.otodom.pl/pl/oferta/mieszkanie-gotowiec-inwestycyjny-biuro-ID4mwoq,4,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-gotowiec-inwestycyjny-biuro-ID4mwoq,ul. Stańczyka, Odolany, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 3 pokoje/ Lewandów II/ klimatyzacja,690000,53.9,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-lewandow-ii-klimatyzacja-ID4nq7S,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-lewandow-ii-klimatyzacja-ID4nq7S,ul. Kartograficzna, Grodzisk, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.44,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf3w,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf3w,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.55,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf3v,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf3v,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 25m2 + balkon,Zapytaj o cenę,25.67,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-balkon-ID4nf40,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-balkon-ID4nf40,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 24m2 + balkon,Zapytaj o cenę,24.17,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-24m2-balkon-ID4nf41,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-24m2-balkon-ID4nf41,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Piękne mieszkanie przy parku szczęśliwickim,1200000,81.0,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-parku-szczesliwickim-ID4mTNK,5,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-parku-szczesliwickim-ID4mTNK,no info,Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Piękne mieszkanie przy Placu Hallera,680000,50.0,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-placu-hallera-ID4n6YF,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-placu-hallera-ID4n6YF,no info,Nowa Praga, Praga-Północ, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"39,9 m2 - 2 pok + garaż i komórka - XII 2023",510000,39.9,https://www.otodom.pl/pl/oferta/39-9-m2-2-pok-garaz-i-komorka-xii-2023-ID4nfoZ,2,no data,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/39-9-m2-2-pok-garaz-i-komorka-xii-2023-ID4nfoZ,ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4- pokojowe mieszkanie na zielonym Żeraniu,779000,82.7,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-zielonym-zeraniu-ID4nfBv,4,pełna własność,do zamieszkania,taras,no data,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-zielonym-zeraniu-ID4nfBv,ul. Portowa, Żerań, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Duże mieszkanie na nowym osiedlu,120796940,81.73,https://www.otodom.pl/pl/oferta/duze-mieszkanie-na-nowym-osiedlu-ID4n7S7,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/duze-mieszkanie-na-nowym-osiedlu-ID4n7S7,no info,Nowa Praga, Praga-Północ, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Warszawa Ochota, Grójecka 2-pok + loggia Nowe Bud",830000,53.0,https://www.otodom.pl/pl/oferta/warszawa-ochota-grojecka-2-pok-loggia-nowe-bud-ID4nfAW,2,pełna własność,no data,balkon,no data,https://www.otodom.pl/pl/oferta/warszawa-ochota-grojecka-2-pok-loggia-nowe-bud-ID4nfAW,ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Lokalizacja 10/10 - 4 pokoje,1130000,87.0,https://www.otodom.pl/pl/oferta/lokalizacja-10-10-4-pokoje-ID4mpIZ,4,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/lokalizacja-10-10-4-pokoje-ID4mpIZ,no info,Gocław, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Słoneczne M4-Z Ogródkiem-Idealne,1270000,78.96,https://www.otodom.pl/pl/oferta/sloneczne-m4-z-ogrodkiem-idealne-ID4ngmq,4,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sloneczne-m4-z-ogrodkiem-idealne-ID4ngmq,no info,Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 76m2 + balkon,1208674,76.45,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-76m2-balkon-ID4jwZ8,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-76m2-balkon-ID4jwZ8,ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"BEZPOŚREDNIO, 41m2, ul.Bokserska,",720000,41.3,https://www.otodom.pl/pl/oferta/bezposrednio-41m2-ul-bokserska-ID4nfLF,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/bezposrednio-41m2-ul-bokserska-ID4nfLF,ul. Bokserska, Służew, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie w kamienicy po remoncie - Powiśle !,1990000,101.5,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-po-remoncie-powisle-ID4mEHP,4,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-po-remoncie-powisle-ID4mEHP,ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3 pokoje na Białołęce balkon tramwaj,707900,62.07,https://www.otodom.pl/pl/oferta/3-pokoje-na-bialolece-balkon-tramwaj-ID4nfMq,3,no data,do wykończenia,no data,no data,https://www.otodom.pl/pl/oferta/3-pokoje-na-bialolece-balkon-tramwaj-ID4nfMq,ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"mieszkanie 47,4 m2 Sadyba, Mokotów, Warszawa",625000,47.4,https://www.otodom.pl/pl/oferta/mieszkanie-47-4-m2-sadyba-mokotow-warszawa-ID4ng12,3,pełna własność,do remontu,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-47-4-m2-sadyba-mokotow-warszawa-ID4ng12,os. Sadyba, ul. Konstancińska, Sadyba, Mokotów, Warszawa,2023-10-10 12:28:55.058127
Nowe mieszkanie,1530510,83.32,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-ID4ng0V,4,no data,no data,balkon,no data,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-ID4ng0V,ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Bezpośrednio- Stegny, 2 pokoje, 48m2",675000,48.0,https://www.otodom.pl/pl/oferta/bezposrednio-stegny-2-pokoje-48m2-ID4ng0G,2,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/bezposrednio-stegny-2-pokoje-48m2-ID4ng0G,ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"mieszkanie 54,91 w kameralnym budynku przy parku",878000,54.91,https://www.otodom.pl/pl/oferta/mieszkanie-54-91-w-kameralnym-budynku-przy-parku-ID4hKoF,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-54-91-w-kameralnym-budynku-przy-parku-ID4hKoF,al. Aleje Jerozolimskie, Stare Włochy, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie 2 pok 39 m2, Metro, Świetna Lokalizacja",620000,39.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-39-m2-metro-swietna-lokalizacja-ID4ng6P,2,spółdzielcze wł. prawo do lokalu,no data,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-39-m2-metro-swietna-lokalizacja-ID4ng6P,ul. Giordana Bruna  2, Wierzbno, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Standard Premium | Dwa Balkony I 2x Garaż I 2019r,1490000,77.72,https://www.otodom.pl/pl/oferta/standard-premium-dwa-balkony-i-2x-garaz-i-2019r-ID4ng6V,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/standard-premium-dwa-balkony-i-2x-garaz-i-2019r-ID4ng6V,Złoty Potok, Wyczółki, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"BEZP-Dwupoziomowe 73m, 3-4 pok, garaż, piwnica 10m",699000,72.75,https://www.otodom.pl/pl/oferta/bezp-dwupoziomowe-73m-3-4-pok-garaz-piwnica-10m-ID4lKjN,3,spółdzielcze wł. prawo do lokalu,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/bezp-dwupoziomowe-73m-3-4-pok-garaz-piwnica-10m-ID4lKjN,ul. Lebiodowa, Zerzeń, Wawer, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nowa kawalerka na Bielanach,601600,28.68,https://www.otodom.pl/pl/oferta/nowa-kawalerka-na-bielanach-ID4nhsH,1,pełna własność,do wykończenia,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/nowa-kawalerka-na-bielanach-ID4nhsH,al. Aleja Władysława Reymonta, Stare Bielany, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Apartament, 5 pokojowy na Sarmackiej",2199000,125.0,https://www.otodom.pl/pl/oferta/apartament-5-pokojowy-na-sarmackiej-ID4nhsm,5,pełna własność,do zamieszkania,taras,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/apartament-5-pokojowy-na-sarmackiej-ID4nhsm,ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 22m2 + balkon,Zapytaj o cenę,22.44,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf5n,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-22m2-balkon-ID4nf5n,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
1-pokojowy apartament inwestycyjny 26m2,Zapytaj o cenę,26.29,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-26m2-ID4nf4V,1,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-26m2-ID4nf4V,ul. Witolińska, Gocławek, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
